Date Time,Lake Mead Differnece (Thousand acre-feet),ARIZONA (acre-feet),CALIFORNIA (acre-feet),NEVADA (acre-feet),MEXICO (acre-feet),Sum,mead_Evap_tavg (kg m-2 s-1),mead_Tair_f_inst (K),mead_Rainf_tavg (kg m-2 s-1),upperCRB_Tair_f_inst (K),upperCRB_Snowf_tavg (kg m-2 s-1),upperCRB_Rainf_tavg (kg m-2 s-1),upperCRB_SoilMoi40_100cm_inst,upperCRB_SWE_inst (kg m-2),PDSI (Index)
2017-07-01,-0040.0000000000,204389.0000000000,428840.0000000000,31535.0000000000,130565.0000000000,795329.0000000000,0000.0000084252,0307.5316183333,0000.0000114743,0294.7125870293,0000.0000000011,0000.0000138612,0079.1141956485,0000.0010654272,0000.4300000000
2017-08-01,0200.0000000000,181698.0000000000,392519.0000000000,28628.0000000000,102224.0000000000,705069.0000000000,0000.0000105640,0306.2391450000,0000.0000079330,0293.1519743096,0000.0000000000,0000.0000091816,0073.1112362155,0000.0001333682,0000.1700000000
2017-09-01,0051.0000000000,224952.0000000000,326208.0000000000,21610.0000000000,103784.0000000000,676554.0000000000,0000.0000086146,0300.7139083333,0000.0000080333,0288.5468204184,0000.0000001755,0000.0000157713,0069.7595604121,0000.0443512027,0000.3600000000
2017-10-01,0020.0000000000,228891.0000000000,362216.0000000000,23835.0000000000,65461.0000000000,680403.0000000000,0000.0000017619,0294.2865700000,0000.0000005947,0281.2803318828,0000.0000013099,0000.0000044574,0071.1171139958,0000.2913017096,-0000.5800000000
2017-11-01,-0112.0000000000,175819.0000000000,296444.0000000000,16098.0000000000,65388.0000000000,553749.0000000000,0000.0000012229,0289.3142000000,0000.0000013905,0277.9064775314,0000.0000012525,0000.0000037516,0072.0063964561,0000.5945113305,-0001.7000000000
2017-12-01,0131.0000000000,186716.0000000000,289555.0000000000,12281.0000000000,65337.0000000000,553889.0000000000,0000.0000020363,0282.2759750000,0000.0000022591,0272.1571075523,0000.0000016531,0000.0000012568,0072.3220543368,0001.1214628378,-0002.5100000000
2018-01-01,0421.0000000000,125827.0000000000,177404.0000000000,9958.0000000000,125066.0000000000,438255.0000000000,0000.0000061157,0284.0336733333,0000.0000123485,0271.7440299372,0000.0000038374,0000.0000035919,0072.3947528912,0002.5954400839,-0003.1500000000
2018-02-01,0061.0000000000,164096.0000000000,217310.0000000000,10642.0000000000,151998.0000000000,544046.0000000000,0000.0000077181,0284.0086350000,0000.0000057266,0271.7066564854,0000.0000051051,0000.0000040588,0073.5203175209,0004.9933596994,-0003.3100000000
2018-03-01,-0009.0000000000,246672.0000000000,354906.0000000000,14722.0000000000,194686.0000000000,810986.0000000000,0000.0000093999,0287.5277000000,0000.0000060521,0275.5342753347,0000.0000026480,0000.0000070442,0074.8059236925,0002.0107776926,-0003.8400000000
2018-04-01,-0307.0000000000,305724.0000000000,441875.0000000000,21757.0000000000,175268.0000000000,944624.0000000000,0000.0000094317,0294.9255366667,0000.0000053347,0281.2607723222,0000.0000009443,0000.0000098173,0076.8875700816,0000.4298906052,-0004.4700000000
2018-05-01,-0376.0000000000,324458.0000000000,488852.0000000000,27848.0000000000,123967.0000000000,965125.0000000000,0000.0000052381,0298.6701150000,0000.0000032752,0287.0738070502,0000.0000004360,0000.0000095486,0076.0990238201,0000.0766330645,-0005.5300000000
2018-06-01,-0263.0000000000,221189.0000000000,472247.0000000000,28230.0000000000,135561.0000000000,857227.0000000000,0000.0000019792,0305.0700933333,0000.0000003875,0292.5697784728,0000.0000000047,0000.0000045810,0069.2647561506,0000.0007158298,-0006.5600000000
2018-07-01,0051.0000000000,197694.0000000000,464248.0000000000,27436.0000000000,132715.0000000000,822093.0000000000,0000.0000095803,0307.7494200000,0000.0000116925,0295.4574966736,0000.0000000000,0000.0000085317,0062.1983515084,0000.0000339115,-0006.4000000000
2018-08-01,0119.0000000000,132209.0000000000,464815.0000000000,28870.0000000000,104382.0000000000,730276.0000000000,0000.0000065004,0307.2604466667,0000.0000045243,0293.8850767573,0000.0000000000,0000.0000092531,0058.7969347050,0000.0001086516,-0006.4600000000
2018-09-01,-0048.0000000000,271567.0000000000,388710.0000000000,24739.0000000000,94015.0000000000,779031.0000000000,0000.0000025396,0303.8737083333,0000.0000016964,0290.7364249791,0000.0000000006,0000.0000029861,0057.3945458222,0000.0005276325,-0006.5500000000
2018-10-01,0019.0000000000,240256.0000000000,339339.0000000000,23071.0000000000,67933.0000000000,670599.0000000000,0000.0000053953,0293.2882350000,0000.0000120735,0280.8256193515,0000.0000015502,0000.0000180783,0058.0381365983,0000.3793012717,0001.4800000000
2018-11-01,-0017.0000000000,234037.0000000000,286089.0000000000,15902.0000000000,97173.0000000000,633201.0000000000,0000.0000050301,0286.1592250000,0000.0000027462,0273.2623935774,0000.0000033597,0000.0000027330,0061.4387277929,0001.3853960114,0001.0800000000
2018-12-01,0260.0000000000,168531.0000000000,169730.0000000000,10928.0000000000,104651.0000000000,453840.0000000000,0000.0000039186,0281.8640483333,0000.0000069536,0268.6879243724,0000.0000043746,0000.0000021097,0061.8792584059,0006.3240051632,0000.8100000000
2019-01-01,0361.0000000000,110863.0000000000,202959.0000000000,8580.0000000000,122147.0000000000,444549.0000000000,0000.0000054073,0281.5119383333,0000.0000111593,0268.2300942678,0000.0000079293,0000.0000044374,0062.4194609059,0015.6424319976,0000.9800000000
2019-02-01,0189.0000000000,194265.0000000000,188497.0000000000,5921.0000000000,142827.0000000000,531510.0000000000,0000.0000093081,0280.8694050000,0000.0000229641,0268.0622364226,0000.0000086993,0000.0000094972,0066.4780331883,0019.4356883401,0001.8200000000
2019-03-01,0196.0000000000,173762.0000000000,309787.0000000000,13751.0000000000,185434.0000000000,682734.0000000000,0000.0000159474,0287.7791950000,0000.0000186259,0273.6471704812,0000.0000097713,0000.0000109031,0075.1681399895,0019.3216059653,0002.2800000000
2019-04-01,-0111.0000000000,271543.0000000000,390512.0000000000,15438.0000000000,170264.0000000000,847757.0000000000,0000.0000105182,0293.9183650000,0000.0000077699,0280.5579667782,0000.0000021036,0000.0000150871,0087.3952218745,0002.6392877377,0001.9900000000
2019-05-01,-0212.0000000000,292360.0000000000,456030.0000000000,18325.0000000000,127516.0000000000,894231.0000000000,0000.0000161399,0294.3920133333,0000.0000155413,0282.0819589121,0000.0000026812,0000.0000190210,0096.7496922322,0000.6315186777,0002.9000000000
2019-06-01,-0150.0000000000,236676.0000000000,441070.0000000000,27749.0000000000,138304.0000000000,843799.0000000000,0000.0000036232,0303.0723633333,0000.0000005500,0289.4399330544,0000.0000000994,0000.0000075686,0093.9029032238,0000.0346245644,0003.3400000000
2019-07-01,-0159.0000000000,238406.0000000000,461068.0000000000,33265.0000000000,145562.0000000000,878301.0000000000,0000.0000026212,0306.3950266667,0000.0000035930,0294.4303345397,0000.0000000000,0000.0000063340,0080.5346572510,0000.0000978540,-0000.2000000000
2019-08-01,0053.0000000000,229493.0000000000,439355.0000000000,34950.0000000000,111003.0000000000,814801.0000000000,0000.0000051906,0306.9380316667,0000.0000025003,0294.3173264854,0000.0000000000,0000.0000046668,0072.1917722448,0000.0000561817,-0001.2700000000
2019-09-01,-0038.0000000000,251374.0000000000,358511.0000000000,30806.0000000000,102676.0000000000,743367.0000000000,0000.0000033732,0301.1200766667,0000.0000037106,0289.6003439958,0000.0000000220,0000.0000075478,0067.3881682322,0000.0041553348,-0001.5000000000
2019-10-01,-0033.0000000000,243165.0000000000,296792.0000000000,24990.0000000000,67601.0000000000,632548.0000000000,0000.0000021716,0290.7319616667,0000.0000006598,0277.8065579707,0000.0000030903,0000.0000018756,0065.8477545669,0000.7482012559,-0001.5900000000
2019-11-01,0105.0000000000,170462.0000000000,166174.0000000000,13259.0000000000,117518.0000000000,467413.0000000000,0000.0000034590,0286.0737500000,0000.0000135863,0274.7645273013,0000.0000067475,0000.0000086571,0065.5131491015,0002.9176163577,-0000.5500000000
2019-12-01,0566.0000000000,79338.0000000000,129931.0000000000,6962.0000000000,108824.0000000000,325055.0000000000,0000.0000049593,0281.4638050000,0000.0000131540,0268.5704452092,0000.0000070443,0000.0000045960,0068.7405061674,0015.0800229460,-0000.2200000000
2020-01-01,0366.0000000000,115951.0000000000,157468.0000000000,9433.0000000000,105669.0000000000,388521.0000000000,0000.0000062837,0282.2314800000,0000.0000042993,0267.8999961925,0000.0000075598,0000.0000017090,0069.4560665021,0023.6689781790,-0000.4900000000
2020-02-01,0140.0000000000,127150.0000000000,179814.0000000000,8807.0000000000,137800.0000000000,453571.0000000000,0000.0000072748,0283.6757033333,0000.0000035940,0268.8486854603,0000.0000061309,0000.0000036610,0070.3701979121,0027.3539197706,-0000.3800000000
2020-03-01,0205.0000000000,129954.0000000000,217744.0000000000,12245.0000000000,198468.0000000000,558411.0000000000,0000.0000130884,0287.0913733333,0000.0000138343,0275.3135353138,0000.0000047179,0000.0000109396,0075.7670949331,0010.7427006572,-0000.1200000000
2020-04-01,-0195.0000000000,272669.0000000000,369932.0000000000,18287.0000000000,170944.0000000000,831832.0000000000,0000.0000105891,0293.0408033333,0000.0000103115,0279.7660700000,0000.0000013151,0000.0000071930,0083.5453944247,0001.3132050202,-0000.6800000000
2020-05-01,-0444.0000000000,323929.0000000000,490854.0000000000,32113.0000000000,131720.0000000000,978616.0000000000,0000.0000088572,0299.5393900000,0000.0000017970,0286.3983560251,0000.0000001044,0000.0000066481,0083.3756734519,0000.0089852713,-0001.4900000000
2020-06-01,-0366.0000000000,228607.0000000000,476397.0000000000,31272.0000000000,142242.0000000000,878518.0000000000,0000.0000030303,0302.0711283333,0000.0000012033,0290.3957662134,0000.0000000354,0000.0000083591,0075.9059023117,0000.0021598675,-0001.9900000000
2020-07-01,-0207.0000000000,202749.0000000000,471224.0000000000,36913.0000000000,155957.0000000000,866843.0000000000,0000.0000016060,0306.2991400000,0000.0000010957,0294.2267680753,0000.0000000000,0000.0000058212,0067.7611702531,0000.0001146410,-0002.6700000000
2020-08-01,-0049.0000000000,175991.0000000000,419801.0000000000,36801.0000000000,131367.0000000000,763960.0000000000,0000.0000013182,0306.8872483333,0000.0000010780,0295.4888021757,0000.0000000008,0000.0000078294,0062.5483245900,0000.0001052774,-0004.3600000000
2020-09-01,-0070.0000000000,265993.0000000000,377851.0000000000,28801.0000000000,116148.0000000000,788793.0000000000,0000.0000010448,0302.1253900000,0000.0000002427,0289.0787148326,0000.0000006297,0000.0000068941,0061.0354845314,0000.1013743028,-0004.9200000000
2020-10-01,-0112.0000000000,253195.0000000000,357823.0000000000,21689.0000000000,70978.0000000000,703685.0000000000,0000.0000007567,0294.7184450000,0000.0000004784,0282.5296314435,0000.0000014854,0000.0000040768,0060.3503367845,0000.4085709964,-0005.2600000000
2020-11-01,-0067.0000000000,181277.0000000000,284572.0000000000,11408.0000000000,96292.0000000000,573549.0000000000,0000.0000015408,0286.7360016667,0000.0000026704,0275.2751778243,0000.0000020664,0000.0000055578,0060.2414752950,0001.0896647493,-0005.4100000000
2020-12-01,0222.0000000000,193311.0000000000,256431.0000000000,7799.0000000000,94595.0000000000,552136.0000000000,0000.0000034188,0280.6002766667,0000.0000074519,0268.7267852301,0000.0000058833,0000.0000005170,0060.3747584812,0004.7738863308,-0005.3600000000
2021-01-01,0188.0000000000,140209.0000000000,181235.0000000000,10906.0000000000,151603.0000000000,483953.0000000000,0000.0000066181,0281.0922333333,0000.0000123142,0268.2500106904,0000.0000065804,0000.0000011626,0060.3551397552,0007.6981738891,-0005.1800000000
2021-02-01,0112.0000000000,171600.0000000000,184504.0000000000,8417.0000000000,131343.0000000000,495864.0000000000,0000.0000092720,0284.2079250000,0000.0000050618,0269.5465339331,0000.0000066361,0000.0000042816,0061.2528649456,0010.4310176607,-0005.1500000000
2021-03-01,-0244.0000000000,252554.0000000000,418449.0000000000,15533.0000000000,179006.0000000000,865542.0000000000,0000.0000101416,0286.4222366667,0000.0000069845,0274.1825427406,0000.0000038345,0000.0000069749,0063.3446733556,0004.1416652009,-0004.8900000000
2021-04-01,-0425.0000000000,295855.0000000000,469090.0000000000,22016.0000000000,167115.0000000000,954076.0000000000,0000.0000068827,0293.6055416667,0000.0000059567,0279.9791958577,0000.0000016153,0000.0000073246,0064.7609499874,0000.3999393300,-0005.0400000000
2021-05-01,-0473.0000000000,301869.0000000000,502162.0000000000,27619.0000000000,129888.0000000000,961538.0000000000,0000.0000056517,0297.7261600000,0000.0000013468,0285.3929125732,0000.0000004743,0000.0000084338,0064.5662318159,0000.0830660336,-0005.2600000000
2021-06-01,-0378.0000000000,213813.0000000000,476717.0000000000,32519.0000000000,130093.0000000000,853142.0000000000,0000.0000026481,0305.3714750000,0000.0000051579,0292.9270434728,0000.0000000026,0000.0000083481,0061.3518149079,0000.0006118375,-0005.7400000000
2021-07-01,-0088.0000000000,167068.0000000000,471768.0000000000,31564.0000000000,132315.0000000000,802715.0000000000,0000.0000165108,0306.9648533333,0000.0000208023,0295.2736910251,0000.0000000000,0000.0000170222,0057.6690027960,0000.0000026994,-0004.8300000000
2021-08-01,0024.0000000000,143076.0000000000,428707.0000000000,31686.0000000000,120249.0000000000,723718.0000000000,0000.0000098804,0306.4014666667,0000.0000058592,0293.4977812762,0000.0000000005,0000.0000119346,0058.7905758975,0000.0001096639,-0004.5700000000
2021-09-01,-0022.0000000000,206188.0000000000,375258.0000000000,24662.0000000000,115662.0000000000,721770.0000000000,0000.0000047351,0302.7786250000,0000.0000027818,0290.3313984937,0000.0000000616,0000.0000107118,0058.3053419958,0000.0067635983,-0004.5600000000
2021-10-01,-0071.0000000000,224676.0000000000,360112.0000000000,16672.0000000000,72399.0000000000,673859.0000000000,0000.0000070539,0292.4650783333,0000.0000103310,0280.7859310879,0000.0000008236,0000.0000172981,0060.7391121987,0000.2539780147,-0004.1400000000
2021-11-01,-0141.0000000000,180991.0000000000,284082.0000000000,10116.0000000000,99869.0000000000,575058.0000000000,0000.0000050273,0289.5861733333,0000.0000028403,0277.4063467782,0000.0000004170,0000.0000046589,0069.1343022866,0000.2964818662,-0004.8700000000
2021-12-01,0111.0000000000,127837.0000000000,252643.0000000000,10458.0000000000,99313.0000000000,490251.0000000000,0000.0000060543,0282.5304616667,0000.0000131083,0270.7653927406,0000.0000061802,0000.0000084788,0071.5180033201,0004.8292317688,-0004.2800000000
2022-01-01,0055.0000000000,126615.0000000000,254642.0000000000,10847.0000000000,114751.0000000000,506855.0000000000,0000.0000048066,0282.0879550000,0000.0000018450,0268.4138178870,0000.0000048737,0000.0000012728,0072.3274448891,0011.0589333606,-0004.5100000000
2022-02-01,-0024.0000000000,167335.0000000000,215646.0000000000,10384.0000000000,127461.0000000000,520826.0000000000,0000.0000080450,0283.3946416667,0000.0000094854,0268.5445111506,0000.0000036699,0000.0000041304,0072.9044484289,0006.2334893018,-0004.5300000000
2022-03-01,-0410.0000000000,241037.0000000000,426153.0000000000,17421.0000000000,169931.0000000000,854542.0000000000,0000.0000126550,0288.4657133333,0000.0000187312,0274.2433765063,0000.0000041592,0000.0000106008,0075.1663938933,0003.1634406664,-0004.5900000000
2022-04-01,-0510.0000000000,274262.0000000000,471607.0000000000,17381.0000000000,161472.0000000000,924722.0000000000,0000.0000155348,0293.0122433333,0000.0000121910,0279.2143021130,0000.0000031028,0000.0000109139,0080.3369352824,0000.9948354234,-0005.0300000000
2022-05-01,-0509.0000000000,281073.0000000000,505422.0000000000,25144.0000000000,130391.0000000000,942030.0000000000,0000.0000035012,0296.8215683333,0000.0000007929,0284.3231907741,0000.0000010329,0000.0000123346,0079.6762066444,0000.1170739977,-0005.8100000000
2022-06-01,-0330.0000000000,177083.0000000000,479740.0000000000,30130.0000000000,131753.0000000000,818706.0000000000,0000.0000023879,0303.5717416667,0000.0000010356,0290.9098571339,0000.0000000035,0000.0000069160,0074.0707844435,0000.0144951186,-0005.8300000000
2022-07-01,-0146.0000000000,123384.0000000000,453452.0000000000,31096.0000000000,134564.0000000000,742496.0000000000,0000.0000043528,0306.5235433333,0000.0000097463,0294.8556979707,0000.0000000000,0000.0000104464,0066.8560179833,0000.0000261506,-0005.5500000000
2022-08-01,0234.0000000000,92830.0000000000,383778.0000000000,25371.0000000000,108896.0000000000,610875.0000000000,0000.0000140961,0305.2821833333,0000.0000121360,0293.8013152510,0000.0000000000,0000.0000129224,0064.4098407050,0000.0001269571,0000.3800000000
2022-09-01,0053.0000000000,150661.0000000000,343440.0000000000,22382.0000000000,113545.0000000000,630028.0000000000,0000.0000064997,0303.4342483333,0000.0000079948,0291.2420921130,0000.0000000002,0000.0000138199,0063.0346504540,0000.0011910739,-0000.4300000000
2022-10-01,0089.0000000000,150278.0000000000,338310.0000000000,16737.0000000000,87471.0000000000,592796.0000000000,0000.0000050524,0295.4510516667,0000.0000008390,0282.0458257531,0000.0000010408,0000.0000123295,0067.3604168096,0000.1856403539,0000.2800000000
2022-11-01,-0230.0000000000,124979.0000000000,295652.0000000000,8637.0000000000,90211.0000000000,519479.0000000000,0000.0000061194,0283.5497166667,0000.0000080399,0271.1782354184,0000.0000046330,0000.0000060232,0069.8293969895,0002.8262325653,0000.2100000000
2022-12-01,0126.0000000000,104639.0000000000,256405.0000000000,8140.0000000000,88500.0000000000,457684.0000000000,0000.0000036100,0281.7248900000,0000.0000117927,0267.9078662343,0000.0000092116,0000.0000071539,0070.3644026423,0009.7799202857,0000.4100000000
Date Time,Lake Mead Differnece (Thousand acre-feet),ARIZONA (acre-feet),CALIFORNIA (acre-feet),NEVADA (acre-feet),MEXICO (acre-feet),Sum,mead_Evap_tavg (kg m-2 s-1),mead_Tair_f_inst (K),mead_Rainf_tavg (kg m-2 s-1),upperCRB_Tair_f_inst (K),upperCRB_Snowf_tavg (kg m-2 s-1),upperCRB_Rainf_tavg (kg m-2 s-1),upperCRB_SoilMoi40_100cm_inst,upperCRB_SWE_inst (kg m-2),PDSI (Index)
2000-02-01,-0072.0000000000,217000.0000000000,335700.0000000000,14600.0000000000,187000.0000000000,754300.0000000000,0000.0000073601,0282.3598883333,0000.0000204595,0270.0920248536,0000.0000088474,0000.0000048562,0083.2409926464,0015.8402608129,-0003.2200000000
2000-03-01,-0376.0000000000,282300.0000000000,472300.0000000000,22300.0000000000,218600.0000000000,995500.0000000000,0000.0000125838,0284.4779350000,0000.0000089549,0271.6168307113,0000.0000088183,0000.0000087589,0086.8167305941,0013.7244199792,-0002.6500000000
2000-04-01,-0385.0000000000,324800.0000000000,565900.0000000000,31300.0000000000,198800.0000000000,1120800.0000000000,0000.0000071798,0291.7096150000,0000.0000017034,0278.2238140795,0000.0000021221,0000.0000052038,0093.4289549519,0004.9519661117,-0003.2300000000
2000-05-01,-0166.0000000000,363700.0000000000,590700.0000000000,36900.0000000000,170600.0000000000,1161900.0000000000,0000.0000043278,0297.3257866667,0000.0000021804,0285.0209332218,0000.0000011564,0000.0000081916,0094.3707462803,0000.1783219723,-0004.3800000000
2000-06-01,-0533.0000000000,248000.0000000000,552800.0000000000,33400.0000000000,157100.0000000000,991300.0000000000,0000.0000030428,0301.2690966667,0000.0000029667,0289.7093179707,0000.0000001949,0000.0000060190,0083.1902619561,0000.0111324094,-0004.5800000000
2000-07-01,-0602.0000000000,236100.0000000000,580400.0000000000,36700.0000000000,163900.0000000000,1017100.0000000000,0000.0000028508,0303.2037550000,0000.0000019395,0293.4380000000,0000.0000000148,0000.0000064425,0071.9881407531,0000.0003615535,-0005.4100000000
2000-08-01,-0477.0000000000,198200.0000000000,511500.0000000000,36900.0000000000,133800.0000000000,880400.0000000000,0000.0000113454,0302.5717483333,0000.0000149476,0292.9271749163,0000.0000000110,0000.0000135862,0066.0450827218,0000.0002830173,-0005.2700000000
2000-09-01,0009.0000000000,168300.0000000000,353000.0000000000,29400.0000000000,131300.0000000000,682000.0000000000,0000.0000060258,0297.9584666667,0000.0000012549,0286.2679910251,0000.0000007072,0000.0000113932,0063.9151082782,0000.1202332636,-0005.6900000000
2000-10-01,-0009.0000000000,139200.0000000000,297300.0000000000,30400.0000000000,173500.0000000000,640400.0000000000,0000.0000043872,0290.5809250000,0000.0000188555,0278.3657079289,0000.0000029527,0000.0000167939,0064.0063135816,0000.3943931367,-0003.5100000000
2000-11-01,-0030.0000000000,219200.0000000000,319400.0000000000,21400.0000000000,155200.0000000000,715200.0000000000,0000.0000062384,0280.5189333333,0000.0000026910,0266.2901061925,0000.0000057866,0000.0000019918,0071.6007993222,0006.3622970767,-0002.7200000000
2000-12-01,-0047.0000000000,240700.0000000000,284100.0000000000,13100.0000000000,175400.0000000000,713300.0000000000,0000.0000041171,0281.2799783333,0000.0000014745,0266.1406311506,0000.0000054421,0000.0000007581,0071.3266553285,0012.2231410343,-0002.7900000000
2001-01-01,0165.0000000000,216400.0000000000,235400.0000000000,14600.0000000000,166500.0000000000,632900.0000000000,0000.0000048484,0279.2860333333,0000.0000150678,0264.9579389331,0000.0000070489,0000.0000022704,0070.9915828682,0018.8902934461,-0002.0800000000
2001-02-01,-0093.0000000000,236000.0000000000,310700.0000000000,14500.0000000000,192700.0000000000,753900.0000000000,0000.0000086175,0280.5504150000,0000.0000176684,0267.4309469456,0000.0000087917,0000.0000035282,0071.2167944079,0024.8728295636,-0001.6800000000
2001-03-01,-0276.0000000000,254400.0000000000,266400.0000000000,17000.0000000000,241700.0000000000,779500.0000000000,0000.0000129794,0286.2189266667,0000.0000096495,0271.7226617782,0000.0000048687,0000.0000046353,0075.9611149916,0016.6498654617,-0001.5100000000
2001-04-01,-0551.0000000000,305400.0000000000,535700.0000000000,28300.0000000000,200000.0000000000,1069400.0000000000,0000.0000129174,0289.2870750000,0000.0000086599,0276.6802370293,0000.0000040029,0000.0000086772,0082.3374600628,0005.3244068918,-0001.3600000000
2001-05-01,-0476.0000000000,345800.0000000000,593200.0000000000,39800.0000000000,110600.0000000000,1089400.0000000000,0000.0000044606,0298.6366283333,0000.0000011759,0284.2284523849,0000.0000008973,0000.0000085790,0087.2358893054,0000.4306921443,-0001.1700000000
2001-06-01,-0570.0000000000,302600.0000000000,566700.0000000000,31600.0000000000,122200.0000000000,1023100.0000000000,0000.0000030312,0302.2879316667,0000.0000012623,0289.8394081381,0000.0000001221,0000.0000046664,0081.3921571799,0000.0042282078,-0001.3200000000
2001-07-01,-0312.0000000000,250900.0000000000,589300.0000000000,37400.0000000000,143000.0000000000,1020600.0000000000,0000.0000069208,0302.9479683333,0000.0000065878,0292.6581240586,0000.0000000003,0000.0000113001,0072.2116832824,0000.0000253914,-0001.4900000000
2001-08-01,-0108.0000000000,199700.0000000000,548500.0000000000,38000.0000000000,113600.0000000000,899800.0000000000,0000.0000104661,0304.4076983333,0000.0000115400,0291.3115469247,0000.0000000003,0000.0000165847,0069.0895732992,0000.0001355615,-0001.5200000000
2001-09-01,-0264.0000000000,181500.0000000000,457600.0000000000,31700.0000000000,103100.0000000000,773900.0000000000,0000.0000029431,0300.9303366667,0000.0000008387,0287.9595148745,0000.0000001790,0000.0000051068,0068.0155767845,0000.0266352859,-0002.2500000000
